Guide for interpreting SIPHT output
Locus Name	|	UpORFnumber		UpORFname		UpORFdirection	distUpORF	|	sRNAstart	end	dirsRNA	lensRNA	|	distDnORF	DnORFdir.	DnORFnumber	DnORFname		sRNAtype	BLASTscore	BLASTexpect	TermType	NumSearchesPredicted	BLASTpartner	QRNA?	homology to known sRNAs	Num paralogues	Weaker rev paralogue?	Paralogous candidates	Conserved synteny with knowns	Potential UTR?	Riboswitch?	Putative TFBSs
Names for loci followed by accession number of replicon.  Loci that do not correspond to known ncRNAs will include the prefix 'Candidate'.  Names for loci that do correspond to known ncRNAs will include the name of the known ncRNA.	|	NCBI assigned number for ORF (from .ptt annotation)		NCBI assigned name for ORF (from .ptt annotation).  Longer ORF names are truncated		Strand orientation of Upstream ORF	# of bp between 3' boundary of Upstream ORF and 5' boundary of predicted locus	|	Coordinate position of the beginning of the locus.  For loci on the + strand, this  corresponds to the 3' end of the putative terminator; for those on the - strand this is an estimation based on 5' end of conservation.	Coordinate position of the end of the locus.  For loci on the + strand, this is an estimation based on 5' end of conservation; for those on the - strand this corresponds to the 3' end of the putative terminator.	Strand orientation of locus	Predicted length of sRNA based on the distance between 5' end of conservation and 3' end of puative terminator.  NOTE: this prediction is often significantly different than the observed size as conservation may continue beyond the boundary or cover only a portion of the locus.	|	# of bp between 3' boundary of predicted locus and 5' boundary of downstream ORF	Strand orientation of downstream ORF	NCBI assigned name for ORF (from .ptt annotation).  Longer ORF names are truncated	NCBI assigned number for ORF (from .ptt annotation)		If not previously annotated=candidate.  If previously annotated=name of known	BLAST score of intergenic conservation.  If conservation was found in multiple replicons, this number corresponds to the highest score among these HSPs.	BLAST expect value of intergenic conservation.  If conservation was found in multiple replicons, this number corresponds to the lowest E among these HSPs.	Program(s) that identified associated terminator.  T=TransTerm, F=FindTerm, R=RNAMotif, B=T+R, X=F+R, Y=F+T, Z=all three programs.	The number of partner replicons in which intergenic sequence conservation was found.	The names of partner replicons in which intergenic sequence conservation was found.	QRNA designation. RNA=conserved secondary structure, COD=conserved coding sequence, -=neither.	Accession number_name of RNA_(strand orientation).  If this is followed by (hom) the known locus is in a different replicon then the ROI.  If followed by (hom|rev) the known locus is in a different replicon then the ROI and on the opposite strand.  If followed by  (tandem) it is in the same replicon and in the same IGR on the same strand but not in the same position as the candidate locus.  If followed by  (rev) the known locus is in the same replicon and in the same IGR on the opposite strand.  If not followed by any parantheses the known RNA is in the same replicon and either overlaps or is in a different IGR than the candidate locus.	# predicted loci loci in the same replicon but in different IGR that share homology with candidate	WTA loci are denoted by W.	Accession number_name of paralogous candidate.  If this is followed by (para) the paralogous locus is in a different IGR than the candidate.  If this is followed by (tandem) the paralogous locus is in the same IGR as the candidate.  If this is followed by (anti) the paralogous locus overlaps but is in the opposite orientation as the candidate.  If this is followed by (opp) the paralogous locus is in the same IGR in the opposite orientation as the candidate but does not overlap the candidate.	Name_accession number of known RNA with which candidate shares synteny.  If this is followed by 3'(0), only the genes directly 3' of the candidate and known loci share homology.  If followed by UD, both upstream and downstream genes are homologous.  UD is followed by 5'(x-y) where x is the relative position of the homologous gene upstream of the candidate and y is the relative poisiton of the homologous gene upstream of the know ncRNA.  For example, 5'(0-0) denotes the genes directly upstream of both the candidate and known are homologous, while 5'(0-1) denotes the gene directly upstream of the candidate locus is homolgous to the gene upstream of the gene directly upstream of the known RNA.  This nomenclature is also used for the downstream genes.	'5' dentoes 3' end of the predicted locus is < 30 bp upstream of annotated start of downstream ORF on the same strand.  '3' dentoes 3' end of the predicted locus is < 80 bp downstream of annotated end of upstream ORF on the same strand. 	Denoted by RS	Species from which consensus matrix was derived_transcription factor name_matrix number(patser score|distance between TFBS and putative terminator (in other words predicted length).  If species=Multi, the consensus matrix was derived from experimentally determined regulons in multiple species (see Materials and Methods).
~
sRNAName	|	UpORFnumber		UpORFname		UpORFdir.	distUpORF	|	sRNAstart	end	dirsRNA	lensRNA	|	distDnORF	DnORFdir.	DnORFnumber	DnORFname		sRNAtype	BLASTscore	BLASTexpect	TermType	NumSearchesPredicted	BLASTpartner	QRNA?	homology to known sRNAs	Num paralogues	Weaker rev paralogue?	Paralogous candidates	Conserved synteny with knowns	Potential UTR?	Riboswitch?	Putative TFBSs
~
Candidate_1_NC_003210	|	lmo1437		hypothetical protein                           	*	<<<	1	|	1470489	1470678	>>>	189	|	6	<<<	lmo1438	hypothetical protein                          	*	candidate	756	3.3e-28	R	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_2_NC_003210	|	lmo1571		6-phosphofructokinase                          	*	<<<	1	|	1611167	1611437	>>>	270	|	11	<<<	lmo1572	acetyl-CoA carboxylase alpha subunit          	*	candidate	860	4.6e-33	R	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	NC_002745_sprB(-)_-_(hom|rev)	0	-	-	-	-	-	-Multi_Fur(12.01|-233)
Candidate_3_NC_003210	|	lmo1597		hypothetical protein                           	*	<<<	52	|	1641057	1641276	>>>	219	|	7	<<<	lmo1598	tyrosyl-tRNA synthetase                       	*	candidate	763	6.8e-29	R	1	Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	T1box9_NC_002745|3'(0),T1box13_NC_000964|3'(0)	-	-	-
Candidate_4_NC_003210	|	lmo1604		hypothetical protein                           	*	<<<	1	|	1648368	1648499	>>>	131	|	11	<<<	lmo1605	UDP-N-acetylmuramate--L-alanine ligase        	*	candidate	513	4.5e-17	R	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_5_NC_003210	|	lmo1618		hypothetical protein                           	*	<<<	2	|	1661366	1661576	>>>	210	|	11	<<<	lmo1619	D-Amino Acid Aminotransferase                 	*	candidate	752	4.5e-28	R	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	-	-	0	-	-	-	-	-	-
Candidate_6_NC_003210	|	lmo1750		hypothetical protein                           	*	<<<	5	|	1819804	1820122	>>>	318	|	10	<<<	lmo1751	hypothetical protein                          	*	candidate	794	3.8e-30	R	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_7_NC_003210	|	lmo2487		hypothetical protein                           	*	<<<	1	|	2562384	2562585	>>>	201	|	5	<<<	lmo2488	excinuclease ABC (subunit A)                  	*	candidate	810	1.2e-30	R	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_8_NC_003210	|	lmo2568		hypothetical protein                           	*	<<<	1	|	2647011	2647157	>>>	146	|	6	<<<	lmo2569	hypothetical protein                          	*	candidate	628	2.6e-22	R	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_9_NC_003210	|	lmo1374		hypothetical protein                           	*	>>>	124	|	1399452	1399698	<<<	246	|	0	>>>	lmo1375	hypothetical protein                          	*	candidate	1652	6e-69	R	1	Listeria_innocua_chromosome	RNA	-	1		sbrA_NC_003210(opp)	-	-	-	-B.subtilis_sigA_2(9.38|-171)
Candidate_10_NC_003210	|	lmo1293		hypothetical protein                           	*	>>>	15	|	1322300	1322409	<<<	109	|	0	>>>	lmo1294	hypothetical protein                          	*	candidate	493	4e-16	R	1	Listeria_innocua_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_11_NC_003210	|	lmo1288		S-ribosylhomocysteinase                        	*	>>>	7	|	1313332	1313653	<<<	321	|	0	>>>	lmo1289	hypothetical protein                          	*	candidate	500	6.9e-17	R	1	Listeria_innocua_chromosome	-	-	0	-	-	-	-	-	-
Candidate_12_NC_003210	|	lmo1220		hypothetical protein                           	*	>>>	10	|	1240692	1241038	<<<	346	|	9	>>>	lmo1221	phenylalany-tRNA synthetase alpha subunit     	*	candidate	510	2.7e-17	R	9	Listeria_innocua_chromosome<>Bacillus_cereus_ATCC_10987_chromosome<>Bacillus_anthracis_Ames_chromosome<>Bacillus_cereus_ATCC14579_chromosome<>Bacillus_anthracis_str_Sterne_chromosome<>Bacillus_thuringiensis_konkukian_chromosome<>Bacillus_cereus_ZK_chromosome<>Bacillus_anthracis_Ames_0581_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	NC_003210_T1box1(+)_+_(rev)|NC_000964_T1box1(+)_+_(hom|rev)|NC_002745_T1box7(-)_-_(hom|rev)|NC_000964_T1box13(-)_-_(hom|rev)|NC_000964_T1box6(+)_+_(hom|rev)|NC_000964_T1box5(+)_+_(hom|rev)|NC_003210_T1box5(-)_-_(rev)|NC_002745_T1box4(+)_+_(hom|rev)|NC_000964_T1box2(+)_+_(hom|rev)|NC_002745_T1box8(-)_-_(hom|rev)|NC_002745_T1box1(+)_+_(hom|rev)|NC_000964_T1box8(-)_-_(hom|rev)|NC_003210_T1box4(-)_-_(rev)	2		Candidate_79_NC_003210(para),T-box_NC_003210(para)	-	-	-	-
Candidate_13_NC_003210	|	lmo0671		hypothetical protein                           	*	>>>	233	|	708454	708838	<<<	384	|	295	>>>	lmo0672	hypothetical protein                          	*	candidate	494	1.1e-30	R	1	Listeria_innocua_chromosome	RNA	-	1		Candidate_99_NC_003210(opp)	-	-	-	-B.subtilis_sigA_3(9.06|-436)
Candidate_14_NC_003210	|	lmo0640		hypothetical protein                           	*	>>>	11	|	681289	681541	<<<	252	|	1	>>>	lmo0641	hypothetical protein                          	*	candidate	979	2.1e-38	R	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0		Candidate_29_NC_003210(anti)	-	-	-	-Multi_Fur(15.04|-218)
Candidate_15_NC_003210	|	lmo0393		hypothetical protein                           	*	>>>	6	|	416659	416795	<<<	136	|	0	>>>	lmo0394	hypothetical protein                          	*	candidate	501	1.5e-16	R	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_16_NC_003210	|	lmo0026		hypothetical protein                           	*	>>>	1	|	28897	29058	>>>	161	|	41	>>>	lmo0027	hypothetical protein                          	*	candidate	948	6.9e-37	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	5	-	-
Candidate_17_NC_003210	|	lmo0171		hypothetical protein                           	*	>>>	163	|	172172	172306	>>>	134	|	596	<<<	lmo0174	hypothetical protein                          	*	candidate	975	3.3e-38	T	5	Staphylococcus_aureus_aureus_MRSA252_chromosome<>Staphylococcus_epidermidis_RP62A_chromosome<>Enterococcus_faecalis_V583_chromosome<>Bacillus_anthracis_Ames_0581_plasmid_pXO1<>Staphylococcus_aureus_USA300_chromosome	COD	-	0	-	-	-	-	-	-
Candidate_18_NC_003210	|	lmo0245		hypothetical protein                           	*	>>>	1	|	263716	263785	>>>	69	|	58	>>>	lmo0246	transcription antitermination protein NusG    	*	candidate	621	6.5e-22	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	-	-	0	-	-	-	5	-	-
Candidate_19_NC_003210	|	lmo0256		hypothetical protein                           	*	>>>	1	|	270979	271199	>>>	220	|	124	>>>	lmo0257	hypothetical protein                          	*	candidate	1290	1.5e-52	T	1	Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_20_NC_003210	|	lmo0292		hypothetical protein                           	*	>>>	1	|	318377	318684	>>>	307	|	364	>>>	lmo0293	hypothetical protein                          	*	candidate	2138	3e-91	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_21_NC_003210	|	lmo0319		hypothetical protein                           	*	<<<	38	|	344675	344809	<<<	134	|	40	<<<	lmo0320	hypothetical protein                          	*	candidate	788	7.7e-30	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0		Candidate_94_NC_003210(anti)	-	-	-	-B.subtilis_sigA_2(9.58|-103)
Candidate_22_NC_003210	|	lmo0328		hypothetical protein                           	*	>>>	1	|	356325	356410	>>>	85	|	156	>>>	lmo0329	hypothetical protein                          	*	candidate	722	1.2e-26	T	1	Listeria_innocua_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_23_NC_003210	|	lmo0355		fumarate reductase                             	*	>>>	6	|	383543	383619	>>>	76	|	90	>>>	lmo0356	hypothetical protein                          	*	candidate	686	5.6e-25	T	1	Listeria_innocua_chromosome	RNA	-	0	-	-	sraI_ryhB_IS176_NC_000913|3'(0)	-	-	-
Candidate_24_NC_003210	|	lmo0414		hypothetical protein                           	*	>>>	17	|	437206	437350	>>>	144	|	131	>>>	lmo0415	hypothetical protein                          	*	candidate	619	3.7e-22	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_25_NC_003210	|	lmo0470		hypothetical protein                           	*	>>>	8	|	507006	507479	>>>	473	|	243	>>>	lmo0471	hypothetical protein                          	*	candidate	850	6.7e-33	T	2	Listeria_innocua_chromosome<>Listeria_innocua_plasmid_pLI100	RNA	-	4		Candidate_95_NC_003210(anti),Candidate_64_NC_003210(para),Candidate_90_NC_003210(para),Candidate_78_NC_003210(para),Candidate_49_NC_003210(para)	-	-	-	-B.subtilis_sigA_2(12.3|-418)B.subtilis_sigA_3(9.71|-428)
Candidate_26_NC_003210	|	lmo0494		hypothetical protein                           	*	>>>	3	|	531112	531272	>>>	160	|	21	>>>	lmo0495	hypothetical protein                          	*	candidate	878	1.1e-33	B	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	5	-	-B.subtilis_sigA_2(9.1|-131)
Candidate_27_NC_003210	|	lmo0517		hypothetical protein                           	*	<<<	33	|	552316	552487	<<<	171	|	75	<<<	lmo0518	hypothetical protein                          	*	candidate	740	1.4e-27	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-B.subtilis_sigA_2(9.99|-108)
Candidate_28_NC_003210	|	lmo0546		hypothetical protein                           	*	<<<	190	|	584948	585013	<<<	65	|	1	<<<	lmo0547	hypothetical protein                          	*	candidate	971	5e-38	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	3	-	-
Candidate_29_NC_003210	|	lmo0640		hypothetical protein                           	*	>>>	1	|	681279	681493	>>>	214	|	49	>>>	lmo0641	hypothetical protein                          	*	candidate	979	2.1e-38	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0		Candidate_14_NC_003210(anti)	-	5	-	-Multi_Fur(11.26|-141)B.subtilis_sigA_2(11.58|-88)
Candidate_30_NC_003210	|	lmo0786		hypothetical protein                           	*	>>>	1	|	811622	811785	>>>	163	|	27	>>>	lmo0787	hypothetical protein                          	*	candidate	761	2e-28	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	-	-	0	-	-	Lysine2_NC_002745|3'(0)	5	-	-
Candidate_31_NC_003210	|	lmo1066		hypothetical protein                           	*	>>>	1	|	1093775	1093911	>>>	136	|	53	>>>	lmo1067	hypothetical protein                          	*	candidate	901	9.8e-35	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	5	-	-
Candidate_32_NC_003210	|	lmo1095		hypothetical protein                           	*	>>>	1	|	1129818	1129887	>>>	69	|	57	>>>	lmo1096	bifunctional GMP synthase/glutamine           	*	candidate	622	5.8e-22	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	5	-	-
Candidate_33_NC_003210	|	lmo1171		hypothetical protein                           	*	>>>	1	|	1199778	1199936	>>>	158	|	114	>>>	lmo1172	hypothetical protein                          	*	candidate	1184	1.1e-47	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-B.subtilis_sigA_2(12.5|-94)
Candidate_34_NC_003210	|	lmo1251		hypothetical protein                           	*	>>>	5	|	1275548	1275844	<<<	296	|	0	<<<	lmo1252	hypothetical protein                          	*	candidate	1187	7.3e-48	B	1	Listeria_innocua_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_35_NC_003210	|	lmo1292		hypothetical protein                           	*	>>>	10	|	1320386	1320509	>>>	123	|	98	>>>	lmo1293	hypothetical protein                          	*	candidate	935	2.4e-36	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-B.subtilis_sigA_1(9.2|-86)B.subtilis_sigA_2(9.06|-86)
Candidate_36_NC_003210	|	lmo1330		ribosomal protein S15                          	*	>>>	1	|	1359105	1359266	>>>	161	|	85	>>>	lmo1331	polynucleotide phosphorylase (PNPase)         	*	candidate	1111	2.5e-44	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	NC_003210_rliD(-)_-_(rev)|NC_003210_rliD(-)_-_	0	-	-	-	-	-	-
Candidate_37_NC_003210	|	lmo1504		alanyl-tRNA synthetase                         	*	<<<	30	|	1535163	1535438	<<<	275	|	0	<<<	lmo1505	hypothetical protein                          	*	candidate	1393	3.6e-57	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	NC_003210_T1box3(-)_-_|NC_000964_T1box5(+)_+_(hom)|NC_000964_T1box13(-)_-_(hom)|NC_000964_T1box18(+)_+_(hom)|NC_000964_T1box14(-)_-_(hom)	0	-	-	T1box8_NC_000964|3'(0),T1box7_NC_002745|3'(0)	-	-	-B.subtilis_sigA_2(12.5|-251)
Candidate_38_NC_003210	|	lmo1545		septum formation inhibitor                     	*	<<<	86	|	1580192	1580282	<<<	90	|	0	<<<	lmo1546	hypothetical protein                          	*	candidate	766	1.3e-28	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_39_NC_003210	|	lmo1550		hypothetical protein                           	*	<<<	90	|	1584729	1584834	<<<	105	|	15	<<<	lmo1551	hypothetical protein                          	*	candidate	488	4.2e-16	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	NC_003210_rliE(+)_+_(rev)	0	-	-	-	-	-	-
Candidate_40_NC_003210	|	lmo1565		DNA polymerase I                               	*	<<<	55	|	1604503	1604600	<<<	97	|	12	<<<	lmo1566	isocitrate dehydrogenase                      	*	candidate	634	1.3e-22	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_41_NC_003210	|	lmo1596		30S ribosomal protein S4                       	*	>>>	186	|	1639909	1639998	<<<	89	|	226	<<<	lmo1597	hypothetical protein                          	*	candidate	1085	3.3e-43	T	1	Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_42_NC_003210	|	lmo1634		hypothetical protein                           	*	>>>	1	|	1680011	1680085	>>>	74	|	46	>>>	lmo1635	hypothetical protein                          	*	candidate	549	1.2e-18	B	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	5	-	-
Candidate_43_NC_003210	|	lmo1805		hypothetical protein                           	*	<<<	22	|	1880870	1881040	<<<	170	|	0	<<<	lmo1806	hypothetical protein                          	*	candidate	777	3.8e-29	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	5	-	-
Candidate_44_NC_003210	|	lmo1812		hypothetical protein                           	*	<<<	53	|	1887831	1887909	<<<	78	|	3	<<<	lmo1813	hypothetical protein                          	*	candidate	592	1.2e-20	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_45_NC_003210	|	lmo1883		hypothetical protein                           	*	<<<	94	|	1956751	1956847	<<<	96	|	0	<<<	lmo1884	hypothetical protein                          	*	candidate	856	1e-32	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	1		Candidate_65_NC_003210(para)	-	-	RS	-
Candidate_46_NC_003210	|	lmo1945		hypothetical protein                           	*	<<<	68	|	2020366	2020660	<<<	294	|	77	<<<	lmo1946	hypothetical protein                          	*	candidate	499	8.1e-17	B	3	Listeria_innocua_chromosome<>Oceanobacillus_iheyensis_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	NC_003210_RFN(-)_-_|NC_002745_RFN1(-)_-_(hom)|NC_000964_RFN2(-)_-_(hom)|NC_002745_RFN2(-)_-_(hom)|NC_000913_SroG(-)_-_(hom)	0	-	-	RFN1_NC_000964|3'(0)	-	-	-B.subtilis_sigA_1(10.3|-265)
